Date,Close/Last,Volume,Open,High,Low
09/21/2020,$449.39,109476800,$453.13,$455.68,$407.07
09/18/2020,$442.15,86406820,$447.94,$451,$428.8
09/17/2020,$423.43,76779160,$415.6,$437.79,$408.0001
09/16/2020,$441.76,72546760,$439.87,$457.79,$435.31
09/15/2020,$449.76,97298230,$436.56,$461.94,$430.7
09/14/2020,$419.62,83020610,$380.95,$420,$373.3
09/11/2020,$372.72,60717460,$381.94,$382.5,$360.5
09/10/2020,$371.34,84930610,$386.21,$398.99,$360.56
09/09/2020,$366.28,79465770,$356.6,$369,$341.51
09/08/2020,$330.21,115465700,$356,$368.74,$329.88
